  2.0000  2.0000  2.0000  2.0000  2.0000  2.0000  2.0873  2.1969  2.3608  2.5001  2.4586  2.5515  2.1520  1.8439  2.1287  2.2921  2.1962  2.1488  1.9738  2.0972  2.1793  2.0351  2.0564  2.0289  2.0561  2.0878  2.0401  2.0612  2.0552  2.0483  2.0573  2.1239  2.1381  2.0843  2.0927  2.0716  2.0970  2.0901  2.0639  2.0844  2.0681  2.0773  2.0772  2.0928  2.0946  2.1020  2.1020  2.1095  2.1216  2.1147  2.1314  2.1112  2.1287  2.1511  2.1314  2.1459  2.1522  2.1195  2.1251  2.1047  2.1163  2.1111  2.0294  2.0673  2.0856  2.1320  2.1120  2.0666  2.0798  2.0620  2.0746  2.0794  2.1237  2.0544  2.0010  2.0592  2.0660  2.1174  2.0838  1.9853  2.1072  2.0578  2.1050  2.2314  2.0169  2.1058  2.0074  1.9593  2.4737  2.0676  2.4227  2.5368  2.1627  2.3831  2.0900  2.1102  1.9995  2.0000  2.0000  2.0000
  2.0000  2.0000  2.0000  2.0000  2.0000  2.0000  1.9344  2.0753  2.4252  2.1937  2.4013  1.8638  1.8607  2.2568  2.2171  2.2082  2.0567  2.0156  2.1854  2.0707  2.0354  2.0686  2.0578  2.0828  2.0675  2.0311  2.0531  2.0462  2.0675  2.1044  2.0942  2.0888  2.0686  2.0933  2.0457  2.0393  2.0710  2.0652  2.0463  2.0164  1.9985  2.0084  2.0303  2.0597  2.0369  2.0307  2.0463  2.0524  2.0683  2.0498  2.0521  2.0452  2.0489  2.0569  2.0424  2.0377  2.0193  2.0045  2.0007  2.0101  2.0583  2.0881  2.0652  2.0832  2.0582  2.0129  2.0553  2.1080  2.1233  2.1063  2.0422  2.0192  2.0510  2.0602  2.0914  2.0396  2.0107  2.0760  2.0597  2.1170  1.9882  2.0008  2.0786  2.0397  2.2081  2.0807  2.1282  1.9130  1.9647  2.2876  2.4724  2.4987  2.1799  2.4882  2.1895  2.1359  2.0083  2.0000  2.0000  2.0000
  2.0000  2.0000  2.0000  2.0000  2.0000  2.0000  2.0618  2.1562  2.1129  2.5590  1.8414  1.9770  2.3146  2.2022  2.1954  2.0502  2.0635  2.1660  2.0461  2.0750  2.0919  2.0696  2.1262  2.0364  2.0226  2.0857  2.0779  2.0969  2.1170  2.0492  2.0491  2.0494  2.0112  2.0531  2.0714  1.9949  1.9806  1.9879  1.9812  2.0303  2.0283  2.0357  2.0536  2.0408  2.0560  2.0550  2.0620  2.0970  2.0536  2.0631  2.0763  2.0715  2.0978  2.0827  2.0623  2.0943  2.0921  2.0676  2.1051  2.0726  2.0894  2.0484  1.9964  2.0920  2.0921  2.1087  2.1018  2.0023  1.9876  2.0710  2.1069  2.1293  2.0804  1.9995  2.0395  2.1109  2.0621  2.0500  2.1084  2.0713  2.1436  2.0534  1.9880  2.1163  2.0457  2.1976  2.1567  2.1019  2.0035  1.9065  2.2149  2.3887  2.5082  2.0977  2.3795  1.9099  2.0074  2.0000  2.0000  2.0000
  2.0000  2.0000  2.0000  2.0000  2.0000  2.0000  1.8501  2.1211  2.6191  1.7637  2.1513  2.2900  2.1671  2.1567  2.0098  2.1358  2.0457  2.0327  2.0667  2.0709  2.1153  2.0148  2.0068  2.0888  2.0724  2.0860  2.1178  2.0142  2.0607  2.0404  2.0291  2.1237  1.9937  1.9860  1.9878  2.0049  2.0894  2.0898  2.0961  2.0852  2.0921  2.0883  2.0994  2.1304  2.0964  2.1265  2.1231  2.1848  2.2382  2.1276  2.1629  2.1123  2.1465  2.2078  2.1630  2.0840  2.0817  2.1452  2.1431  2.1491  2.0921  2.1086  2.1105  2.1032  2.0262  1.9874  2.0802  2.0981  2.1266  2.0374  1.9535  2.0806  2.1362  2.1329  2.1208  2.0333  2.0836  2.1249  2.0357  2.0806  2.1281  2.0898  2.1119  1.9651  2.0148  2.0786  2.1569  2.1204  2.0688  2.0491  1.8583  2.3828  2.0619  2.5569  2.0488  2.1713  2.0015  2.0000  2.0000  2.0000
  2.0000  2.0000  2.0000  2.0000  2.0000  1.9949  2.1256  2.0030  1.6552  2.1835  2.3405  2.0823  2.1145  1.9949  2.1206  2.0389  2.0628  2.0893  2.0957  2.0738  1.9691  2.0864  2.0890  2.0707  2.0666  2.0024  2.0645  2.0538  2.0402  2.0778  1.9904  1.9903  1.9684  1.9965  2.0506  2.0556  2.0456  2.0799  2.0797  2.0524  2.0766  2.0834  2.1041  2.2665  2.1849  2.1070  2.1831  2.2216  2.2203  2.1675  2.1296  2.1676  2.2292  2.1627  2.0607  2.1378  2.1518  2.1422  2.1727  1.9959  2.1252  2.1187  2.1172  2.1665  2.0804  2.0758  2.0041  1.9754  2.0024  2.0475  2.1119  2.0436  1.9540  2.0127  2.1264  2.1169  2.1099  2.0223  2.0782  2.0924  2.0120  2.1609  2.0922  2.1164  2.0225  1.9824  2.1045  2.1400  2.1407  2.1187  2.0933  1.8783  2.2116  2.1467  2.3997  1.8518  1.9981  2.0000  2.0000  2.0000
  2.0000  2.0000  2.0000  2.0000  1.9949  2.0068  1.7885  1.7063  2.1317  2.4001  2.1292  2.1359  2.0578  2.0708  2.0665  2.1340  2.0814  2.1031  2.0228  1.9953  2.1428  2.0169  2.0667  1.9982  2.0024  2.0843  2.0082  2.0586  1.9864  1.9214  1.9488  1.9624  1.9945  1.9708  2.0272  1.9840  1.9939  2.0188  2.0278  2.1381  2.1025  2.0145  2.1948  2.0289  2.0754  2.1685  2.0759  2.3575  2.1886  2.1037  2.2638  2.1608  2.2807  2.3113  2.1987  2.3300  2.2396  2.1393  2.2391  2.2912  2.1305  2.1916  2.0290  2.1013  2.0471  2.0675  2.0733  2.0449  2.0056  1.9386  1.9863  2.0529  2.1607  2.0133  1.9922  2.0766  2.0861  2.1549  2.0719  2.0486  2.0853  2.0368  2.1112  2.1458  2.0763  2.0576  2.0260  2.0225  2.1691  2.0727  2.1117  2.1753  1.8383  2.0790  2.1192  2.0403  1.9869  2.0040  1.9981  2.0040
  2.0395  2.0104  1.9831  2.0811  2.1128  1.7497  1.6731  2.0509  2.3837  2.0697  2.1616  1.9989  2.0190  2.0874  2.0984  2.1072  2.0715  2.0211  2.0522  2.0978  2.0163  2.0471  2.0453  2.0809  2.0646  2.0214  2.0204  2.0339  1.9634  2.0508  2.0915  2.0446  2.0165  2.0202  2.1373  2.2360  2.2337  2.2377  2.1731  2.2143  2.2717  2.1978  2.1913  2.2291  2.1271  2.1353  2.1621  2.1665  2.2432  2.1493  2.1317  2.1345  2.1354  2.1780  2.1630  2.1083  2.0835  2.1371  2.1884  2.1734  2.1517  2.1245  2.2336  2.3580  2.1945  2.0788  2.0034  2.1092  2.1799  2.1109  2.0202  1.9377  2.0008  2.1326  2.1340  2.0319  2.0238  2.1243  2.1000  2.1235  2.0486  2.0477  2.0611  2.0349  2.1450  2.0732  2.0771  1.9729  1.9908  2.1331  2.1253  2.1438  2.0470  2.0299  1.8339  2.4640  1.9448  1.9347  2.2765  1.8863
  2.0992  2.1623  2.2479  2.1043  1.9759  1.7133  2.0887  2.3599  2.0161  2.1862  2.0126  1.9956  2.1238  2.0764  2.1046  2.0859  2.0196  2.0960  2.0537  2.0096  2.0634  2.0232  2.1282  2.0042  1.9719  2.0298  1.9083  2.0331  2.0803  1.9543  2.0489  1.8506  1.9662  2.0092  2.0478  2.0660  2.0402  2.0887  2.0561  2.0765  2.1171  2.0904  2.1393  2.0644  2.0755  2.1292  2.0400  2.1168  2.0591  1.9991  2.0897  2.0106  2.0992  2.1155  2.0439  2.1072  2.0626  2.0500  2.1394  2.0940  2.0520  2.1354  2.0449  2.1665  2.0379  2.0992  2.1025  1.9429  1.9515  1.9755  2.0994  2.0850  2.0064  1.9247  2.0657  2.1781  2.0538  2.0327  2.0759  2.0944  2.1197  2.0758  2.0483  2.0574  2.0526  2.1367  2.0886  2.1073  2.0013  2.0151  2.1593  2.1144  2.2176  2.0782  2.1225  1.8458  2.5167  2.2839  2.1110  2.4637
  2.2831  2.3252  2.1251  2.5394  1.6481  2.0993  2.3325  1.9878  2.2021  1.9630  2.0485  2.1077  2.0600  2.0687  2.0501  2.0865  2.0109  2.0321  1.9835  2.0088  2.0833  2.0220  1.9719  2.0065  1.9432  1.9933  2.1274  2.1019  2.1423  2.0244  2.0817  2.0760  2.0625  2.0769  2.0865  2.0980  2.1002  2.1214  2.1137  2.0978  2.1438  2.1137  2.1424  2.1368  2.0820  2.1234  2.1056  2.1073  2.1264  2.1023  2.0970  2.1059  2.1023  2.1170  2.1130  2.1050  2.1334  2.0912  2.0912  2.0672  2.0698  2.0984  2.0434  2.0842  2.0828  1.9952  2.0663  1.9996  2.0196  2.0175  1.8934  2.0289  2.1209  2.0829  2.0599  2.0231  2.1221  2.1438  2.0218  2.0569  2.1118  2.0742  2.1220  2.0292  2.0086  2.0569  2.0965  2.0654  2.0707  2.0035  1.9755  2.1931  2.0679  2.1830  2.1873  2.0138  2.3090  2.3872  2.7083  2.5476
  2.3390  2.1545  2.3956  1.7789  2.1563  2.3402  2.0473  2.1650  1.9582  2.0406  2.1452  2.0288  2.0719  2.0355  2.0821  2.0046  2.0147  2.0186  2.0141  2.1246  1.9554  2.0248  2.0306  1.9716  2.0374  2.1205  2.1295  2.0924  2.1843  2.0904  2.2091  2.1404  2.0330  2.0614  2.0375  2.0625  2.0576  2.0798  2.0706  2.0384  2.0463  2.0872  2.0500  2.0666  2.0192  2.0276  2.0613  2.0267  2.0546  2.0330  2.0384  2.0384  2.0445  2.0527  2.0433  2.0303  2.0632  2.0343  2.0555  2.0271  2.0254  2.0659  2.0419  2.0890  2.0793  2.0262  2.0818  2.0388  2.0984  2.0752  2.1387  2.1207  1.9647  2.1292  2.2346  2.1452  2.0520  2.0669  2.1386  2.0698  2.0334  2.1310  2.0721  2.1270  2.0557  2.0073  2.0857  2.0922  2.0773  2.0724  2.0445  1.9740  2.1353  2.1014  2.0595  2.2256  1.9087  2.1736  2.6069  2.1879
