  2.0342  2.0347  2.0342  2.0332  2.0324  2.0310  2.0328  2.0322  2.0318  2.0284  2.0290  2.0266  2.0265  2.0275  2.0267  2.0290  2.0263  2.0266  2.0277  2.0267  2.0281  2.0302  2.0280  2.0353  2.0333  2.0295  2.0275  2.0298  2.0280  2.0306  2.0285  2.0304  2.0327  2.0325  2.0305  2.0278  2.0272  2.0246  2.0280  2.0293  2.0283  2.0273  2.0264  2.0264  2.0249  2.0265  2.0265  2.0276  2.0280  2.0276  2.0322  2.0326  2.0330  2.0313  2.0279  2.0292  2.0296  2.0296  2.0325  2.0371  2.0367  2.0410  2.0417  2.0497  2.0325  2.0365  2.0252  2.0274  2.0386  2.0472  2.0408  2.0435  2.0632  2.0770  2.0658  2.0688  2.0424  2.0515  2.0702  2.0864  2.0818  2.0638  2.0840  2.0457  2.0460  2.0547  2.0600  2.0660  2.0395  2.0852  2.0509  2.0239  1.9955  1.9895  2.0045  2.0106  2.0527  2.0514  2.0874  2.0631  2.0812  2.1091  2.1296  2.1053  2.0720  2.0837  2.0544  2.0651  2.0699  2.0961  2.1112  2.1250  2.1352  2.1365  2.0887  2.0374  2.0156  2.0013  2.0063  2.0222  2.0369  2.0388  2.0341  2.0401  2.0380  2.0369  2.0265  2.0407  2.0784  2.0321  1.9810  1.9358  1.9454  1.9573  1.9812  2.0115  2.0429  2.0650  2.0517  2.0660  2.0652  2.0467  2.0478  2.0392  2.0355  2.0382  2.0460  2.0431  2.0388  2.0419  2.0435  2.0288  2.0262  2.0275  2.0275  2.0296  2.0325  2.0344  2.0365  2.0348  2.0326  2.0343  2.0343  2.0299  2.0293  2.0302  2.0286  2.0317  2.0288  2.0319  2.0357  2.0344  2.0341  2.0320  2.0278  2.0309  2.0273  2.0289  2.0323  2.0312  2.0330  2.0352  2.0336  2.0327  2.0314  2.0316  2.0321  2.0304  2.0302  2.0266  2.0270  2.0295  2.0341  2.0387  2.0415  2.0437  2.0383  2.0373  2.0328  2.0321  2.0336  2.0332  2.0383  2.0346  2.0317  2.0293  2.0274  2.0282  2.0285  2.0272  2.0280  2.0286  2.0363  2.0390  2.0401  2.0365  2.0321  2.0347  2.0315  2.0297  2.0281  2.0262  2.0315  2.0329  2.0295  2.0295  2.0259  2.0296  2.0337  2.0347  2.0299  2.0282  2.0271  2.0274  2.0292  2.0298
  2.0325  2.0346  2.0306  2.0360  2.0294  2.0338  2.0301  2.0305  2.0306  2.0307  2.0298  2.0258  2.0247  2.0283  2.0278  2.0294  2.0279  2.0294  2.0275  2.0316  2.0314  2.0354  2.0328  2.0374  2.0327  2.0316  2.0283  2.0287  2.0255  2.0302  2.0299  2.0328  2.0339  2.0322  2.0349  2.0309  2.0307  2.0280  2.0292  2.0296  2.0311  2.0297  2.0295  2.0277  2.0286  2.0281  2.0290  2.0275  2.0311  2.0316  2.0348  2.0343  2.0334  2.0336  2.0293  2.0316  2.0310  2.0291  2.0307  2.0339  2.0331  2.0383  2.0401  2.0521  2.0256  2.0314  2.0159  2.0221  2.0394  2.0482  2.0323  2.0294  2.0533  2.0861  2.0612  2.0667  2.0542  2.0367  2.0345  2.0618  2.0856  2.0725  2.0665  2.0529  2.0745  2.0887  2.0932  2.0850  2.0629  2.0859  2.0436  2.0389  1.9941  1.9889  2.0021  2.0126  2.0544  2.0614  2.0878  2.0737  2.0683  2.0954  2.1379  2.0935  2.0771  2.1024  2.0656  2.0633  2.0548  2.0633  2.0771  2.0621  2.0851  2.1401  2.1633  2.1241  2.0809  2.0952  2.0639  2.0555  2.0433  2.0442  2.0366  2.0433  2.0471  2.0624  2.0353  2.0580  2.0679  2.0414  1.9960  1.9700  1.9516  1.9595  1.9675  1.9601  1.9433  1.9539  1.9860  2.0215  2.0476  2.0437  2.0404  2.0317  2.0297  2.0407  2.0476  2.0408  2.0454  2.0351  2.0364  2.0286  2.0341  2.0312  2.0290  2.0331  2.0355  2.0353  2.0350  2.0344  2.0337  2.0347  2.0329  2.0299  2.0319  2.0317  2.0319  2.0311  2.0314  2.0308  2.0356  2.0337  2.0338  2.0324  2.0289  2.0274  2.0273  2.0253  2.0285  2.0275  2.0316  2.0327  2.0302  2.0316  2.0278  2.0301  2.0270  2.0258  2.0251  2.0264  2.0233  2.0327  2.0335  2.0403  2.0345  2.0407  2.0307  2.0368  2.0301  2.0304  2.0359  2.0363  2.0407  2.0354  2.0306  2.0287  2.0274  2.0280  2.0266  2.0268  2.0263  2.0309  2.0303  2.0340  2.0366  2.0344  2.0324  2.0306  2.0318  2.0287  2.0300  2.0293  2.0316  2.0340  2.0341  2.0315  2.0306  2.0331  2.0368  2.0346  2.0306  2.0281  2.0249  2.0248  2.0285  2.0282
  2.0352  2.0349  2.0349  2.0390  2.0360  2.0365  2.0336  2.0320  2.0289  2.0304  2.0276  2.0308  2.0289  2.0306  2.0314  2.0309  2.0286  2.0271  2.0287  2.0295  2.0309  2.0342  2.0312  2.0321  2.0268  2.0282  2.0246  2.0276  2.0256  2.0274  2.0267  2.0293  2.0307  2.0268  2.0336  2.0294  2.0295  2.0279  2.0293  2.0262  2.0313  2.0266  2.0283  2.0289  2.0304  2.0309  2.0315  2.0308  2.0315  2.0291  2.0322  2.0261  2.0334  2.0254  2.0275  2.0261  2.0276  2.0285  2.0292  2.0332  2.0337  2.0324  2.0320  2.0393  2.0262  2.0332  2.0157  2.0179  2.0405  2.0429  2.0216  2.0047  2.0480  2.0780  2.0356  2.0559  2.0807  2.0987  2.1041  2.1274  2.1135  2.0965  2.0954  2.1345  2.1122  2.1253  2.0874  2.0860  2.0637  2.0875  2.0982  2.0931  2.0556  2.0302  2.0197  2.0083  2.0127  2.0224  2.0690  2.1104  2.1457  2.0983  2.0982  2.0670  2.0651  2.0476  2.0389  2.0604  2.0479  2.0571  2.0727  2.0591  2.0814  2.1001  2.1467  2.1003  2.0827  2.0723  2.0531  2.0671  2.0536  2.0402  2.0377  2.0307  2.0303  2.0361  2.0462  2.0694  2.1102  2.1478  2.1189  2.0675  2.0505  2.0104  1.9961  1.9705  1.9346  1.9238  1.9430  1.9847  2.0197  2.0398  2.0444  2.0241  2.0294  2.0384  2.0418  2.0392  2.0456  2.0536  2.0366  2.0293  2.0334  2.0363  2.0346  2.0346  2.0335  2.0281  2.0341  2.0327  2.0345  2.0342  2.0328  2.0277  2.0286  2.0294  2.0306  2.0280  2.0291  2.0309  2.0315  2.0336  2.0296  2.0274  2.0281  2.0239  2.0259  2.0250  2.0254  2.0261  2.0329  2.0318  2.0371  2.0325  2.0348  2.0323  2.0306  2.0331  2.0323  2.0399  2.0366  2.0382  2.0375  2.0355  2.0405  2.0425  2.0370  2.0399  2.0292  2.0322  2.0364  2.0376  2.0374  2.0360  2.0288  2.0282  2.0268  2.0285  2.0262  2.0279  2.0274  2.0273  2.0322  2.0311  2.0346  2.0341  2.0313  2.0319  2.0284  2.0293  2.0266  2.0275  2.0304  2.0327  2.0302  2.0332  2.0266  2.0333  2.0345  2.0326  2.0309  2.0271  2.0289  2.0277  2.0285  2.0291
  2.0362  2.0354  2.0299  2.0391  2.0391  2.0397  2.0358  2.0305  2.0329  2.0303  2.0343  2.0310  2.0312  2.0321  2.0294  2.0288  2.0255  2.0268  2.0281  2.0316  2.0322  2.0356  2.0284  2.0304  2.0243  2.0277  2.0241  2.0280  2.0278  2.0268  2.0280  2.0260  2.0285  2.0296  2.0341  2.0333  2.0336  2.0314  2.0324  2.0326  2.0331  2.0327  2.0307  2.0294  2.0287  2.0280  2.0300  2.0285  2.0294  2.0290  2.0302  2.0350  2.0408  2.0424  2.0422  2.0383  2.0333  2.0305  2.0300  2.0328  2.0306  2.0373  2.0299  2.0439  2.0277  2.0298  2.0216  2.0277  2.0387  2.0411  2.0286  2.0195  2.0452  2.0603  2.0390  2.0757  2.0794  2.0709  2.0494  2.0800  2.0840  2.0636  2.0472  2.0606  2.0617  2.1134  2.0562  2.0594  2.0349  2.0822  2.1233  2.0673  2.0531  2.0327  2.0236  1.9791  1.9620  1.9658  2.0461  2.1033  2.1335  2.0987  2.0808  2.0776  2.0571  2.0523  2.0736  2.0840  2.0600  2.0832  2.0803  2.0463  2.0606  2.0718  2.0849  2.0745  2.1107  2.1036  2.1066  2.0800  2.0524  2.0434  2.0383  2.0383  2.0235  2.0296  2.0222  2.0389  2.0583  2.0951  2.0994  2.0435  2.0515  2.0811  2.0799  2.0683  2.0513  2.0310  2.0120  2.0202  2.0293  2.0425  2.0324  2.0228  2.0278  2.0429  2.0470  2.0412  2.0415  2.0425  2.0443  2.0365  2.0355  2.0364  2.0337  2.0345  2.0306  2.0359  2.0336  2.0400  2.0363  2.0366  2.0313  2.0298  2.0312  2.0305  2.0305  2.0288  2.0293  2.0322  2.0323  2.0335  2.0323  2.0283  2.0304  2.0253  2.0284  2.0234  2.0278  2.0292  2.0339  2.0333  2.0312  2.0347  2.0320  2.0313  2.0292  2.0288  2.0299  2.0436  2.0363  2.0379  2.0344  2.0328  2.0336  2.0337  2.0398  2.0379  2.0366  2.0360  2.0385  2.0361  2.0365  2.0336  2.0275  2.0281  2.0257  2.0271  2.0260  2.0224  2.0337  2.0242  2.0327  2.0268  2.0299  2.0310  2.0296  2.0266  2.0282  2.0272  2.0276  2.0251  2.0278  2.0274  2.0308  2.0354  2.0326  2.0289  2.0298  2.0277  2.0300  2.0275  2.0297  2.0255  2.0275  2.0277
  2.0358  2.0321  2.0323  2.0376  2.0379  2.0391  2.0344  2.0313  2.0322  2.0353  2.0325  2.0352  2.0310  2.0321  2.0308  2.0305  2.0273  2.0295  2.0316  2.0340  2.0344  2.0360  2.0319  2.0296  2.0308  2.0316  2.0355  2.0344  2.0298  2.0283  2.0244  2.0269  2.0276  2.0255  2.0317  2.0323  2.0329  2.0298  2.0323  2.0339  2.0332  2.0318  2.0285  2.0282  2.0278  2.0323  2.0323  2.0333  2.0312  2.0280  2.0311  2.0271  2.0397  2.0417  2.0421  2.0351  2.0322  2.0299  2.0285  2.0268  2.0302  2.0324  2.0308  2.0511  2.0487  2.0386  2.0214  2.0257  2.0368  2.0321  2.0180  2.0095  2.0451  2.0602  2.0335  2.0449  2.0398  2.0620  2.0697  2.0954  2.0990  2.0748  2.0657  2.0701  2.0479  2.0829  2.0136  2.0307  2.0473  2.0861  2.0881  2.0763  2.0320  2.0260  1.9939  1.9338  1.8632  1.8406  1.9441  2.0658  2.0829  2.0685  2.0489  2.0741  2.0939  2.0670  2.0623  2.0574  2.0531  2.0716  2.0624  2.0494  2.0500  2.0368  2.0586  2.0531  2.0365  2.0080  2.0383  2.0664  2.0483  2.0391  2.0336  2.0319  2.0396  2.0477  2.0275  2.0487  2.0829  2.0773  2.1447  2.0723  2.0726  2.0559  2.0684  2.0626  2.0661  2.0510  2.0146  2.0133  2.0377  2.0433  2.0292  2.0039  2.0112  2.0367  2.0455  2.0456  2.0458  2.0378  2.0405  2.0310  2.0290  2.0334  2.0364  2.0338  2.0374  2.0384  2.0405  2.0409  2.0412  2.0361  2.0315  2.0313  2.0293  2.0272  2.0275  2.0277  2.0296  2.0303  2.0306  2.0297  2.0286  2.0287  2.0304  2.0306  2.0305  2.0283  2.0287  2.0263  2.0332  2.0346  2.0325  2.0346  2.0324  2.0346  2.0341  2.0364  2.0381  2.0480  2.0402  2.0436  2.0381  2.0347  2.0350  2.0370  2.0394  2.0412  2.0359  2.0375  2.0338  2.0317  2.0333  2.0306  2.0279  2.0275  2.0297  2.0289  2.0287  2.0280  2.0365  2.0309  2.0342  2.0299  2.0276  2.0272  2.0258  2.0267  2.0266  2.0284  2.0274  2.0297  2.0284  2.0328  2.0312  2.0379  2.0358  2.0339  2.0299  2.0296  2.0287  2.0291  2.0293  2.0275  2.0287  2.0321
  2.0355  2.0329  2.0276  2.0319  2.0291  2.0333  2.0333  2.0329  2.0400  2.0436  2.0424  2.0405  2.0336  2.0296  2.0294  2.0257  2.0303  2.0284  2.0343  2.0342  2.0328  2.0363  2.0312  2.0340  2.0320  2.0352  2.0351  2.0361  2.0315  2.0298  2.0284  2.0267  2.0276  2.0292  2.0292  2.0318  2.0314  2.0327  2.0321  2.0321  2.0336  2.0315  2.0279  2.0273  2.0274  2.0328  2.0352  2.0335  2.0325  2.0281  2.0289  2.0333  2.0358  2.0410  2.0390  2.0410  2.0339  2.0313  2.0312  2.0330  2.0346  2.0380  2.0349  2.0398  2.0216  2.0164  2.0188  2.0217  2.0428  2.0370  2.0051  1.9949  2.0212  2.0596  2.0220  2.0181  2.0154  2.0442  2.0598  2.0534  1.9934  2.0326  2.1155  2.0855  2.0915  2.0318  1.9970  2.0268  2.0209  2.0941  2.1279  2.1843  2.2029  2.2464  2.2277  2.1563  2.0879  1.9991  2.0119  2.0212  2.0506  2.0558  2.0574  2.0800  2.0917  2.0782  2.0960  2.0909  2.0845  2.0639  2.0472  2.0229  2.0213  2.0246  2.0562  2.0452  2.0075  1.9755  2.0053  2.0456  2.0290  2.0279  2.0069  2.0173  2.0104  2.0183  2.0261  2.0439  2.1647  2.1245  2.1227  2.0436  2.0422  2.0161  2.0425  2.0715  2.0924  2.0921  2.0847  2.0565  2.0359  2.0214  1.9986  1.9713  1.9704  1.9973  2.0214  2.0316  2.0318  2.0213  2.0355  2.0310  2.0300  2.0310  2.0337  2.0338  2.0336  2.0404  2.0428  2.0455  2.0400  2.0377  2.0351  2.0332  2.0303  2.0296  2.0265  2.0248  2.0287  2.0275  2.0308  2.0295  2.0294  2.0285  2.0307  2.0275  2.0311  2.0296  2.0304  2.0315  2.0358  2.0359  2.0373  2.0396  2.0352  2.0358  2.0397  2.0386  2.0382  2.0412  2.0335  2.0391  2.0366  2.0369  2.0346  2.0310  2.0311  2.0360  2.0339  2.0330  2.0344  2.0296  2.0317  2.0303  2.0277  2.0280  2.0287  2.0292  2.0279  2.0295  2.0386  2.0352  2.0386  2.0308  2.0267  2.0286  2.0311  2.0271  2.0329  2.0319  2.0306  2.0316  2.0299  2.0312  2.0335  2.0346  2.0352  2.0304  2.0314  2.0281  2.0273  2.0271  2.0286  2.0267  2.0291  2.0330
  2.0351  2.0337  2.0287  2.0285  2.0281  2.0294  2.0315  2.0360  2.0380  2.0444  2.0371  2.0379  2.0255  2.0281  2.0269  2.0291  2.0336  2.0350  2.0358  2.0362  2.0306  2.0343  2.0313  2.0321  2.0342  2.0375  2.0391  2.0380  2.0340  2.0320  2.0297  2.0309  2.0296  2.0304  2.0308  2.0306  2.0293  2.0298  2.0319  2.0316  2.0355  2.0337  2.0327  2.0310  2.0306  2.0334  2.0331  2.0371  2.0279  2.0292  2.0277  2.0266  2.0336  2.0289  2.0363  2.0349  2.0329  2.0304  2.0308  2.0270  2.0328  2.0359  2.0344  2.0457  2.0240  2.0200  2.0066  2.0252  2.0355  2.0273  2.0037  2.0068  2.0445  2.0705  2.0319  2.0054  1.9797  2.0154  2.0418  2.0323  2.0497  2.1280  2.1172  2.1279  2.1346  2.0888  2.0513  2.0672  2.0519  2.0830  2.0545  2.0416  2.0794  2.1679  2.2349  2.0997  1.9867  1.9748  2.0358  1.9878  2.0589  2.0658  2.0807  2.0520  2.0434  2.0051  2.0001  2.0328  2.0539  2.0520  2.0504  2.0133  2.0205  2.0285  2.1002  2.0845  2.0489  2.0108  2.0162  2.0540  2.0443  2.0495  2.0236  2.0340  2.0141  2.0066  1.9922  2.0064  2.1242  2.1958  2.1428  2.0824  2.0340  2.0050  2.0364  2.0517  2.0275  2.0146  2.0278  2.0261  2.0079  1.9820  1.9625  1.9227  1.9162  1.9357  1.9688  1.9958  2.0157  2.0339  2.0390  2.0273  2.0320  2.0321  2.0329  2.0305  2.0314  2.0343  2.0406  2.0382  2.0368  2.0306  2.0316  2.0296  2.0300  2.0288  2.0289  2.0294  2.0326  2.0360  2.0334  2.0346  2.0302  2.0268  2.0300  2.0289  2.0304  2.0305  2.0294  2.0308  2.0321  2.0353  2.0357  2.0424  2.0435  2.0414  2.0456  2.0406  2.0340  2.0396  2.0296  2.0401  2.0355  2.0354  2.0310  2.0313  2.0270  2.0344  2.0268  2.0312  2.0353  2.0319  2.0332  2.0309  2.0286  2.0288  2.0288  2.0289  2.0286  2.0345  2.0431  2.0418  2.0441  2.0378  2.0290  2.0329  2.0320  2.0315  2.0327  2.0354  2.0309  2.0314  2.0292  2.0324  2.0297  2.0341  2.0312  2.0344  2.0320  2.0285  2.0264  2.0266  2.0286  2.0277  2.0298  2.0318
  2.0280  2.0288  2.0256  2.0267  2.0277  2.0263  2.0331  2.0353  2.0409  2.0407  2.0390  2.0360  2.0342  2.0304  2.0312  2.0274  2.0365  2.0336  2.0363  2.0354  2.0300  2.0355  2.0305  2.0357  2.0340  2.0364  2.0324  2.0327  2.0304  2.0291  2.0306  2.0304  2.0304  2.0319  2.0303  2.0284  2.0284  2.0281  2.0282  2.0311  2.0330  2.0339  2.0316  2.0318  2.0316  2.0369  2.0402  2.0420  2.0391  2.0347  2.0320  2.0277  2.0264  2.0272  2.0267  2.0277  2.0297  2.0280  2.0334  2.0340  2.0355  2.0386  2.0407  2.0405  2.0287  2.0252  2.0234  2.0288  2.0308  2.0367  2.0113  2.0267  2.0558  2.0774  2.0626  2.0291  1.9996  2.0561  2.0477  2.0546  2.0438  2.0717  2.1090  2.1968  2.1919  2.0848  2.0410  2.0512  2.0702  2.1052  2.1200  2.1468  2.2078  2.2330  2.2848  2.2488  2.1412  2.0671  2.0421  1.9949  2.0881  2.0795  2.0946  2.0486  2.0262  1.9844  2.0079  2.0602  2.0642  2.0593  2.0498  2.0581  2.0315  2.0270  2.0765  2.0692  2.0501  1.9958  2.0095  2.0573  2.0753  2.0721  2.0489  2.0391  2.0051  2.0124  2.0201  2.0456  2.0971  2.1289  2.0750  2.0120  1.9406  1.9498  1.9945  2.0129  1.9952  1.9697  1.9831  1.9945  1.9881  1.9658  1.9528  1.9295  1.9102  1.9181  1.9384  1.9606  1.9904  2.0367  2.0375  2.0287  2.0319  2.0326  2.0325  2.0319  2.0307  2.0356  2.0365  2.0372  2.0374  2.0350  2.0327  2.0332  2.0321  2.0337  2.0333  2.0324  2.0352  2.0395  2.0353  2.0337  2.0299  2.0271  2.0316  2.0300  2.0347  2.0282  2.0319  2.0292  2.0313  2.0354  2.0315  2.0435  2.0442  2.0431  2.0396  2.0339  2.0311  2.0352  2.0299  2.0365  2.0332  2.0309  2.0316  2.0263  2.0283  2.0298  2.0296  2.0292  2.0335  2.0318  2.0331  2.0312  2.0280  2.0278  2.0266  2.0269  2.0262  2.0300  2.0401  2.0339  2.0384  2.0339  2.0329  2.0329  2.0333  2.0329  2.0345  2.0315  2.0334  2.0279  2.0284  2.0330  2.0312  2.0384  2.0345  2.0314  2.0339  2.0274  2.0272  2.0260  2.0285  2.0286  2.0293  2.0313
  2.0277  2.0269  2.0266  2.0243  2.0269  2.0269  2.0322  2.0365  2.0351  2.0385  2.0279  2.0355  2.0306  2.0332  2.0336  2.0319  2.0387  2.0348  2.0359  2.0316  2.0294  2.0314  2.0305  2.0315  2.0320  2.0300  2.0302  2.0323  2.0278  2.0324  2.0335  2.0339  2.0335  2.0329  2.0315  2.0271  2.0276  2.0252  2.0269  2.0282  2.0313  2.0327  2.0331  2.0312  2.0313  2.0304  2.0283  2.0376  2.0339  2.0333  2.0298  2.0277  2.0272  2.0255  2.0272  2.0278  2.0334  2.0333  2.0346  2.0322  2.0359  2.0366  2.0369  2.0500  2.0423  2.0313  2.0231  2.0245  2.0338  2.0329  2.0168  2.0171  2.0603  2.1016  2.1202  2.0697  2.0296  2.0852  2.0386  2.0356  2.0422  2.0699  2.0738  2.0792  2.0439  2.0502  2.0710  2.0810  2.0999  2.0759  2.0552  2.0498  2.0977  2.1196  2.0431  2.0647  2.0109  1.9933  1.9385  1.9008  2.0075  2.0337  2.0641  2.0371  1.9669  1.9160  1.9528  1.9921  1.9941  1.9674  1.9827  2.0635  2.0637  2.0828  2.1059  2.1011  2.1337  2.0750  2.0768  2.0568  2.0440  2.0625  2.0514  2.0478  2.0213  2.0257  2.0498  2.0715  2.0872  2.0665  2.0681  2.0207  1.9947  2.0084  2.0166  2.0102  1.9981  1.9765  1.9591  1.9774  1.9746  1.9786  1.9869  1.9739  1.9689  1.9547  1.9657  1.9739  2.0005  2.0357  2.0308  2.0243  2.0321  2.0357  2.0353  2.0335  2.0327  2.0342  2.0370  2.0336  2.0329  2.0278  2.0307  2.0300  2.0361  2.0362  2.0393  2.0405  2.0387  2.0418  2.0393  2.0363  2.0330  2.0300  2.0297  2.0321  2.0338  2.0316  2.0314  2.0306  2.0327  2.0357  2.0297  2.0405  2.0368  2.0380  2.0346  2.0311  2.0262  2.0290  2.0294  2.0309  2.0282  2.0298  2.0279  2.0280  2.0267  2.0258  2.0264  2.0232  2.0315  2.0293  2.0323  2.0323  2.0287  2.0288  2.0258  2.0256  2.0271  2.0279  2.0364  2.0317  2.0358  2.0303  2.0337  2.0349  2.0323  2.0326  2.0316  2.0317  2.0318  2.0307  2.0352  2.0413  2.0405  2.0414  2.0443  2.0329  2.0379  2.0301  2.0284  2.0273  2.0311  2.0300  2.0307  2.0284
  2.0268  2.0273  2.0261  2.0270  2.0272  2.0273  2.0321  2.0344  2.0355  2.0327  2.0309  2.0303  2.0312  2.0336  2.0348  2.0362  2.0431  2.0365  2.0380  2.0316  2.0297  2.0300  2.0282  2.0301  2.0277  2.0292  2.0267  2.0300  2.0288  2.0293  2.0302  2.0315  2.0296  2.0348  2.0279  2.0309  2.0282  2.0260  2.0271  2.0272  2.0301  2.0281  2.0276  2.0262  2.0270  2.0310  2.0338  2.0363  2.0352  2.0343  2.0310  2.0277  2.0267  2.0272  2.0270  2.0288  2.0319  2.0335  2.0344  2.0320  2.0320  2.0287  2.0234  2.0379  2.0321  2.0276  2.0221  2.0259  2.0399  2.0232  2.0015  2.0055  2.0515  2.1461  2.0852  2.0660  2.0613  2.0751  2.0412  2.0590  2.0456  2.0188  1.9857  1.9497  1.9584  1.9979  2.0836  2.0449  2.0922  2.1117  2.1300  2.1305  2.0488  1.9572  1.9563  2.0075  2.0183  1.9765  1.8608  1.8067  1.9272  2.0332  2.0419  2.0008  1.9045  1.8234  1.8137  1.8246  1.8298  1.8221  1.9077  2.0177  2.0566  2.0755  2.1383  2.1634  2.1461  2.0623  2.0703  2.0798  2.0426  2.0665  2.0622  2.0752  2.0354  2.0383  2.0604  2.0579  2.0680  2.0841  2.1019  2.0871  2.0634  2.0356  2.0188  2.0091  2.0172  2.0047  2.0006  1.9874  2.0015  2.0083  2.0262  2.0276  2.0231  2.0008  1.9975  2.0126  2.0215  2.0405  2.0286  2.0307  2.0317  2.0350  2.0354  2.0340  2.0333  2.0330  2.0318  2.0324  2.0332  2.0306  2.0341  2.0359  2.0377  2.0405  2.0365  2.0395  2.0390  2.0414  2.0405  2.0368  2.0349  2.0273  2.0335  2.0356  2.0358  2.0356  2.0330  2.0291  2.0301  2.0302  2.0296  2.0335  2.0293  2.0301  2.0288  2.0253  2.0284  2.0291  2.0304  2.0293  2.0298  2.0313  2.0303  2.0295  2.0282  2.0257  2.0299  2.0281  2.0368  2.0314  2.0394  2.0356  2.0365  2.0313  2.0301  2.0293  2.0271  2.0296  2.0296  2.0309  2.0310  2.0342  2.0334  2.0372  2.0355  2.0318  2.0349  2.0321  2.0327  2.0294  2.0269  2.0394  2.0383  2.0443  2.0425  2.0439  2.0410  2.0360  2.0302  2.0295  2.0310  2.0330  2.0316  2.0311
